Report_Number,Date_Reported,Date_of_Occurrence,Time_of_Occurrence,City,Crime_Code,Crime_Description,Victim_Age,Victim_Gender,Weapon_Used,Crime_Domain,Police_Deployed,Case_Closed,Date_Case_Closed,Hour,Month,Day_of_Week,Year,Is_Weekend,Day_Name,Season,Time_Bucket,Victim_Age_Group,Weapon_Group,Latitude,Longitude
37786,25-04-2024 17:00,2024-04-23 09:00:00,23-04-2024 19:07,Bangalore,568,ILLEGAL POSSESSION,47,F,Explosives,Other Crime,3,No,,19,4,1,2024,0,Tuesday,Summer,Evening,Adult,Explosive,12.9768,77.5901
37787,25-04-2024 11:00,2024-04-23 10:00:00,24-04-2024 09:53,Kolkata,153,ARSON,44,M,Other,Fire Accident,3,Yes,11-05-2024 11:00,9,4,1,2024,0,Tuesday,Summer,Morning,Adult,Other,22.5726,88.3639
37788,24-04-2024 17:00,2024-04-23 11:00:00,23-04-2024 20:00,Surat,257,ARSON,25,F,Firearm,Fire Accident,6,No,,20,4,1,2024,0,Tuesday,Summer,Evening,Young Adult,Firearm,21.2095,72.8317
37789,24-04-2024 06:00,2024-04-23 12:00:00,23-04-2024 16:58,Delhi,467,DRUG OFFENSE,69,M,Other,Other Crime,19,No,,16,4,1,2024,0,Tuesday,Summer,Afternoon,Senior,Other,28.6139,77.209
37790,25-04-2024 09:00,2024-04-23 13:00:00,23-04-2024 13:43,Nagpur,509,BURGLARY,75,F,Knife,Other Crime,16,No,,13,4,1,2024,0,Tuesday,Summer,Afternoon,Senior,Sharp,21.1498,79.0821
37791,26-04-2024 02:00,2024-04-23 14:00:00,23-04-2024 23:45,Faridabad,552,CYBERCRIME,76,F,Explosives,Other Crime,17,Yes,11-07-2024 02:00,23,4,1,2024,0,Tuesday,Summer,Night,Senior,Explosive,28.4031,77.3106
37792,24-04-2024 02:00,2024-04-23 15:00:00,24-04-2024 05:38,Delhi,158,TRAFFIC VIOLATION,20,F,Knife,Traffic Fatality,18,No,,5,4,1,2024,0,Tuesday,Summer,Morning,Young Adult,Sharp,28.6139,77.209
37793,25-04-2024 07:00,2024-04-23 16:00:00,23-04-2024 17:03,Ghaziabad,404,DRUG OFFENSE,37,F,Explosives,Other Crime,17,No,,17,4,1,2024,0,Tuesday,Summer,Evening,Adult,Explosive,28.775,77.4587
37794,25-04-2024 07:00,2024-04-23 17:00:00,24-04-2024 05:30,Lucknow,382,COUNTERFEITING,49,F,Other,Other Crime,18,Yes,22-07-2024 07:00,5,4,1,2024,0,Tuesday,Summer,Morning,Adult,Other,26.8381,80.9346
37795,26-04-2024 05:00,2024-04-23 18:00:00,24-04-2024 04:15,Ahmedabad,356,DOMESTIC VIOLENCE,26,M,Firearm,Violent Crime,18,No,,4,4,1,2024,0,Tuesday,Summer,Night,Young Adult,Firearm,23.0215,72.5801
37796,26-04-2024 17:00,2024-04-23 19:00:00,24-04-2024 17:42,Agra,535,ARSON,69,M,Firearm,Fire Accident,6,No,,17,4,1,2024,0,Tuesday,Summer,Evening,Senior,Firearm,27.1753,78.0098
37797,26-04-2024 00:00,2024-04-23 20:00:00,24-04-2024 04:03,Kanpur,322,VEHICLE - STOLEN,79,F,Unknown,Violent Crime,8,No,,4,4,1,2024,0,Tuesday,Summer,Night,Senior,Unknown,26.4609,80.3218
37798,25-04-2024 10:00,2024-04-23 21:00:00,24-04-2024 04:58,Delhi,310,COUNTERFEITING,31,F,Firearm,Other Crime,12,No,,4,4,1,2024,0,Tuesday,Summer,Night,Adult,Firearm,28.6139,77.209
37799,26-04-2024 07:00,2024-04-23 22:00:00,24-04-2024 18:44,Lucknow,356,KIDNAPPING,27,M,Explosives,Other Crime,19,No,,18,4,1,2024,0,Tuesday,Summer,Evening,Young Adult,Explosive,26.8381,80.9346
37800,24-04-2024 09:00,2024-04-23 23:00:00,24-04-2024 19:12,Mumbai,582,VANDALISM,26,F,Poison,Other Crime,2,No,,19,4,1,2024,0,Tuesday,Summer,Evening,Young Adult,Chemical,19.055,72.8692
37801,24-04-2024 22:00,2024-04-24 00:00:00,24-04-2024 23:16,Mumbai,370,ILLEGAL POSSESSION,15,F,Blunt Object,Other Crime,19,Yes,02-05-2024 22:00,23,4,2,2024,0,Wednesday,Summer,Night,Child,Blunt,19.055,72.8692
37802,26-04-2024 18:00,2024-04-24 01:00:00,24-04-2024 22:54,Agra,413,BURGLARY,69,F,Firearm,Other Crime,6,No,,22,4,2,2024,0,Wednesday,Summer,Night,Senior,Firearm,27.1753,78.0098
37803,25-04-2024 17:00,2024-04-24 02:00:00,24-04-2024 11:38,Delhi,384,ILLEGAL POSSESSION,67,M,Unknown,Other Crime,2,No,,11,4,2,2024,0,Wednesday,Summer,Morning,Senior,Unknown,28.6139,77.209
37804,26-04-2024 18:00,2024-04-24 03:00:00,24-04-2024 22:34,Vasai,433,ASSAULT,62,M,Firearm,Violent Crime,14,Yes,05-07-2024 18:00,22,4,2,2024,0,Wednesday,Summer,Night,Senior,Firearm,19.3428,72.8054
37805,26-04-2024 13:00,2024-04-24 04:00:00,24-04-2024 10:48,Hyderabad,415,CYBERCRIME,25,F,Firearm,Other Crime,19,Yes,12-06-2024 13:00,10,4,2,2024,0,Wednesday,Summer,Morning,Young Adult,Firearm,17.3606,78.4741
37806,25-04-2024 07:00,2024-04-24 05:00:00,24-04-2024 15:27,Mumbai,270,ROBBERY,47,F,Unknown,Violent Crime,6,No,,15,4,2,2024,0,Wednesday,Summer,Afternoon,Adult,Unknown,19.055,72.8692
37807,24-04-2024 14:00,2024-04-24 06:00:00,25-04-2024 04:19,Mumbai,371,HOMICIDE,23,F,Knife,Other Crime,3,Yes,23-11-2025 14:00,4,4,2,2024,0,Wednesday,Summer,Night,Young Adult,Sharp,19.055,72.8692
37808,25-04-2024 22:00,2024-04-24 07:00:00,24-04-2024 10:28,Agra,224,KIDNAPPING,59,F,Unknown,Other Crime,17,Yes,10-07-2024 22:00,10,4,2,2024,0,Wednesday,Summer,Morning,Adult,Unknown,27.1753,78.0098
37809,26-04-2024 03:00,2024-04-24 08:00:00,24-04-2024 10:11,Ahmedabad,328,CYBERCRIME,65,F,Poison,Other Crime,16,No,,10,4,2,2024,0,Wednesday,Summer,Morning,Senior,Chemical,23.0215,72.5801
37810,26-04-2024 11:00,2024-04-24 09:00:00,24-04-2024 11:45,Visakhapatnam,315,ILLEGAL POSSESSION,20,M,Explosives,Other Crime,10,Yes,28-05-2024 11:00,11,4,2,2024,0,Wednesday,Summer,Morning,Young Adult,Explosive,17.6936,83.2921
37811,25-04-2024 16:00,2024-04-24 10:00:00,24-04-2024 11:29,Delhi,400,PUBLIC INTOXICATION,71,F,Blunt Object,Other Crime,1,No,,11,4,2,2024,0,Wednesday,Summer,Morning,Senior,Blunt,28.6139,77.209
37812,26-04-2024 08:00,2024-04-24 11:00:00,25-04-2024 06:13,Delhi,329,EXTORTION,48,F,Blunt Object,Other Crime,2,No,,6,4,2,2024,0,Wednesday,Summer,Morning,Adult,Blunt,28.6139,77.209
37813,25-04-2024 20:00,2024-04-24 12:00:00,25-04-2024 11:27,Delhi,105,PUBLIC INTOXICATION,49,F,Knife,Other Crime,9,Yes,09-05-2024 20:00,11,4,2,2024,0,Wednesday,Summer,Morning,Adult,Sharp,28.6139,77.209
37814,25-04-2024 22:00,2024-04-24 13:00:00,25-04-2024 10:59,Bhopal,278,TRAFFIC VIOLATION,71,M,Knife,Traffic Fatality,13,Yes,07-05-2024 22:00,10,4,2,2024,0,Wednesday,Summer,Morning,Senior,Sharp,23.2585,77.402
37815,25-04-2024 09:00,2024-04-24 14:00:00,25-04-2024 06:03,Ahmedabad,148,BURGLARY,51,F,Knife,Other Crime,17,No,,6,4,2,2024,0,Wednesday,Summer,Morning,Adult,Sharp,23.0215,72.5801
37816,26-04-2024 06:00,2024-04-24 15:00:00,24-04-2024 16:09,Hyderabad,230,DOMESTIC VIOLENCE,45,F,Unknown,Violent Crime,17,Yes,21-06-2024 06:00,16,4,2,2024,0,Wednesday,Summer,Afternoon,Adult,Unknown,17.3606,78.4741
37817,26-04-2024 04:00,2024-04-24 16:00:00,25-04-2024 02:09,Ludhiana,144,VEHICLE - STOLEN,71,F,Poison,Violent Crime,7,Yes,11-05-2024 04:00,2,4,2,2024,0,Wednesday,Summer,Night,Senior,Chemical,30.909,75.8516
37818,25-04-2024 04:00,2024-04-24 17:00:00,25-04-2024 15:44,Visakhapatnam,488,ROBBERY,38,F,Firearm,Violent Crime,9,No,,15,4,2,2024,0,Wednesday,Summer,Afternoon,Adult,Firearm,17.6936,83.2921
37819,25-04-2024 17:00,2024-04-24 18:00:00,25-04-2024 10:22,Delhi,384,BURGLARY,31,M,Blunt Object,Other Crime,17,Yes,31-05-2024 17:00,10,4,2,2024,0,Wednesday,Summer,Morning,Adult,Blunt,28.6139,77.209
37820,26-04-2024 01:00,2024-04-24 19:00:00,25-04-2024 10:02,Bangalore,109,HOMICIDE,29,M,Knife,Other Crime,1,No,,10,4,2,2024,0,Wednesday,Summer,Morning,Young Adult,Sharp,12.9768,77.5901
37821,26-04-2024 07:00,2024-04-24 20:00:00,24-04-2024 20:33,Delhi,259,EXTORTION,63,M,Poison,Other Crime,18,No,,20,4,2,2024,0,Wednesday,Summer,Evening,Senior,Chemical,28.6139,77.209
37822,24-04-2024 23:00,2024-04-24 21:00:00,25-04-2024 05:18,Chennai,118,VEHICLE - STOLEN,61,F,Other,Violent Crime,9,Yes,08-05-2024 23:00,5,4,2,2024,0,Wednesday,Summer,Morning,Senior,Other,13.0837,80.2702
37823,26-04-2024 19:00,2024-04-24 22:00:00,25-04-2024 13:43,Jaipur,171,TRAFFIC VIOLATION,51,F,Explosives,Traffic Fatality,4,Yes,29-04-2024 19:00,13,4,2,2024,0,Wednesday,Summer,Afternoon,Adult,Explosive,26.9155,75.819
37824,26-04-2024 16:00,2024-04-24 23:00:00,25-04-2024 20:56,Chennai,361,BURGLARY,58,F,Explosives,Other Crime,5,Yes,02-08-2024 16:00,20,4,2,2024,0,Wednesday,Summer,Evening,Adult,Explosive,13.0837,80.2702
37825,26-04-2024 01:00,2024-04-25 00:00:00,25-04-2024 12:38,Mumbai,443,PUBLIC INTOXICATION,77,F,Knife,Other Crime,8,Yes,28-04-2024 01:00,12,4,3,2024,0,Thursday,Summer,Afternoon,Senior,Sharp,19.055,72.8692
37826,26-04-2024 13:00,2024-04-25 01:00:00,25-04-2024 09:32,Kolkata,196,TRAFFIC VIOLATION,38,F,Blunt Object,Traffic Fatality,5,Yes,13-05-2024 13:00,9,4,3,2024,0,Thursday,Summer,Morning,Adult,Blunt,22.5726,88.3639
37827,27-04-2024 18:00,2024-04-25 02:00:00,25-04-2024 15:57,Nagpur,525,SEXUAL ASSAULT,29,F,Knife,Violent Crime,3,No,,15,4,3,2024,0,Thursday,Summer,Afternoon,Young Adult,Sharp,21.1498,79.0821
37828,26-04-2024 14:00,2024-04-25 03:00:00,25-04-2024 06:43,Hyderabad,435,SEXUAL ASSAULT,46,F,Explosives,Violent Crime,13,No,,6,4,3,2024,0,Thursday,Summer,Morning,Adult,Explosive,17.3606,78.4741
37829,25-04-2024 10:00,2024-04-25 04:00:00,25-04-2024 09:55,Jaipur,597,VEHICLE - STOLEN,63,F,Other,Violent Crime,14,No,,9,4,3,2024,0,Thursday,Summer,Morning,Senior,Other,26.9155,75.819
37830,26-04-2024 04:00,2024-04-25 05:00:00,25-04-2024 11:40,Kolkata,479,COUNTERFEITING,18,M,Knife,Other Crime,18,Yes,14-07-2024 04:00,11,4,3,2024,0,Thursday,Summer,Morning,Young Adult,Sharp,22.5726,88.3639
37831,27-04-2024 13:00,2024-04-25 06:00:00,25-04-2024 16:00,Kolkata,528,BURGLARY,43,F,Firearm,Other Crime,18,No,,16,4,3,2024,0,Thursday,Summer,Afternoon,Adult,Firearm,22.5726,88.3639
37832,26-04-2024 13:00,2024-04-25 07:00:00,26-04-2024 01:31,Bhopal,432,DRUG OFFENSE,58,F,Explosives,Other Crime,10,Yes,20-07-2024 13:00,1,4,3,2024,0,Thursday,Summer,Night,Adult,Explosive,23.2585,77.402
37833,26-04-2024 16:00,2024-04-25 08:00:00,25-04-2024 09:03,Patna,439,ILLEGAL POSSESSION,77,F,Poison,Other Crime,1,No,,9,4,3,2024,0,Thursday,Summer,Morning,Senior,Chemical,25.6093,85.1235
37834,26-04-2024 21:00,2024-04-25 09:00:00,25-04-2024 15:24,Bangalore,395,TRAFFIC VIOLATION,28,M,Blunt Object,Traffic Fatality,14,No,,15,4,3,2024,0,Thursday,Summer,Afternoon,Young Adult,Blunt,12.9768,77.5901
37835,26-04-2024 18:00,2024-04-25 10:00:00,26-04-2024 09:39,Delhi,493,DOMESTIC VIOLENCE,55,M,Knife,Violent Crime,15,No,,9,4,3,2024,0,Thursday,Summer,Morning,Adult,Sharp,28.6139,77.209
37836,26-04-2024 00:00,2024-04-25 11:00:00,26-04-2024 06:42,Bhopal,181,HOMICIDE,41,M,Unknown,Other Crime,6,Yes,22-03-2025 00:00,6,4,3,2024,0,Thursday,Summer,Morning,Adult,Unknown,23.2585,77.402
37837,27-04-2024 19:00,2024-04-25 12:00:00,25-04-2024 13:41,Hyderabad,117,ARSON,14,F,Explosives,Fire Accident,1,Yes,14-06-2024 19:00,13,4,3,2024,0,Thursday,Summer,Afternoon,Child,Explosive,17.3606,78.4741
37838,27-04-2024 12:00,2024-04-25 13:00:00,25-04-2024 13:35,Hyderabad,112,ARSON,25,F,Blunt Object,Fire Accident,14,No,,13,4,3,2024,0,Thursday,Summer,Afternoon,Young Adult,Blunt,17.3606,78.4741
37839,28-04-2024 03:00,2024-04-25 14:00:00,26-04-2024 08:51,Meerut,495,DRUG OFFENSE,40,M,Poison,Other Crime,12,Yes,15-05-2024 03:00,8,4,3,2024,0,Thursday,Summer,Morning,Adult,Chemical,29.0019,77.768
37840,27-04-2024 06:00,2024-04-25 15:00:00,26-04-2024 06:32,Surat,586,CYBERCRIME,21,F,Other,Other Crime,18,No,,6,4,3,2024,0,Thursday,Summer,Morning,Young Adult,Other,21.2095,72.8317
37841,26-04-2024 23:00,2024-04-25 16:00:00,26-04-2024 04:12,Chennai,300,HOMICIDE,13,F,Explosives,Other Crime,6,Yes,02-03-2026 23:00,4,4,3,2024,0,Thursday,Summer,Night,Child,Explosive,13.0837,80.2702
37842,27-04-2024 12:00,2024-04-25 17:00:00,25-04-2024 22:37,Pune,179,BURGLARY,17,M,Knife,Other Crime,12,Yes,23-09-2024 12:00,22,4,3,2024,0,Thursday,Summer,Night,Child,Sharp,18.5214,73.8545
37843,26-04-2024 13:00,2024-04-25 18:00:00,26-04-2024 07:13,Ahmedabad,369,ARSON,41,M,Other,Fire Accident,12,Yes,04-07-2024 13:00,7,4,3,2024,0,Thursday,Summer,Morning,Adult,Other,23.0215,72.5801
37844,26-04-2024 21:00,2024-04-25 19:00:00,26-04-2024 06:41,Nashik,199,EXTORTION,39,M,Knife,Other Crime,14,Yes,20-06-2024 21:00,6,4,3,2024,0,Thursday,Summer,Morning,Adult,Sharp,20.0112,73.7902
37845,26-04-2024 17:00,2024-04-25 20:00:00,26-04-2024 05:01,Ahmedabad,550,BURGLARY,57,F,Knife,Other Crime,15,Yes,08-06-2024 17:00,5,4,3,2024,0,Thursday,Summer,Morning,Adult,Sharp,23.0215,72.5801
37846,26-04-2024 13:00,2024-04-25 21:00:00,26-04-2024 02:18,Kanpur,106,VEHICLE - STOLEN,20,M,Unknown,Violent Crime,12,Yes,25-05-2024 13:00,2,4,3,2024,0,Thursday,Summer,Night,Young Adult,Unknown,26.4609,80.3218
37847,26-04-2024 03:00,2024-04-25 22:00:00,26-04-2024 03:26,Bangalore,216,SHOPLIFTING,67,F,Firearm,Other Crime,3,No,,3,4,3,2024,0,Thursday,Summer,Night,Senior,Firearm,12.9768,77.5901
37848,26-04-2024 19:00,2024-04-25 23:00:00,26-04-2024 06:18,Delhi,176,DOMESTIC VIOLENCE,42,M,Poison,Violent Crime,4,Yes,30-05-2024 19:00,6,4,3,2024,0,Thursday,Summer,Morning,Adult,Chemical,28.6139,77.209
37849,28-04-2024 19:00,2024-04-26 00:00:00,26-04-2024 22:07,Delhi,338,HOMICIDE,34,F,Knife,Other Crime,15,No,,22,4,4,2024,0,Friday,Summer,Night,Adult,Sharp,28.6139,77.209
37850,28-04-2024 13:00,2024-04-26 01:00:00,26-04-2024 15:32,Mumbai,506,HOMICIDE,26,M,Other,Other Crime,19,Yes,13-04-2025 13:00,15,4,4,2024,0,Friday,Summer,Afternoon,Young Adult,Other,19.055,72.8692
37851,27-04-2024 10:00,2024-04-26 02:00:00,26-04-2024 07:25,Delhi,380,SHOPLIFTING,17,F,Firearm,Other Crime,2,No,,7,4,4,2024,0,Friday,Summer,Morning,Child,Firearm,28.6139,77.209
37852,28-04-2024 00:00,2024-04-26 03:00:00,27-04-2024 02:33,Delhi,213,ARSON,17,M,Unknown,Fire Accident,7,Yes,15-06-2024 00:00,2,4,4,2024,0,Friday,Summer,Night,Child,Unknown,28.6139,77.209
37853,27-04-2024 22:00,2024-04-26 04:00:00,27-04-2024 00:06,Delhi,528,DOMESTIC VIOLENCE,68,F,Poison,Violent Crime,9,No,,0,4,4,2024,0,Friday,Summer,Night,Senior,Chemical,28.6139,77.209
37854,27-04-2024 00:00,2024-04-26 05:00:00,26-04-2024 13:51,Chennai,114,VEHICLE - STOLEN,52,F,Blunt Object,Violent Crime,13,Yes,23-05-2024 00:00,13,4,4,2024,0,Friday,Summer,Afternoon,Adult,Blunt,13.0837,80.2702
37855,27-04-2024 09:00,2024-04-26 06:00:00,27-04-2024 05:18,Hyderabad,445,EXTORTION,38,M,Other,Other Crime,9,Yes,24-07-2024 09:00,5,4,4,2024,0,Friday,Summer,Morning,Adult,Other,17.3606,78.4741
37856,28-04-2024 02:00,2024-04-26 07:00:00,26-04-2024 20:13,Bangalore,438,SHOPLIFTING,20,F,Blunt Object,Other Crime,2,No,,20,4,4,2024,0,Friday,Summer,Evening,Young Adult,Blunt,12.9768,77.5901
37857,26-04-2024 12:00,2024-04-26 08:00:00,26-04-2024 14:27,Mumbai,207,FRAUD,56,F,Explosives,Other Crime,12,No,,14,4,4,2024,0,Friday,Summer,Afternoon,Adult,Explosive,19.055,72.8692
37858,27-04-2024 06:00,2024-04-26 09:00:00,26-04-2024 10:55,Delhi,335,ASSAULT,58,F,Other,Violent Crime,18,Yes,06-07-2024 06:00,10,4,4,2024,0,Friday,Summer,Morning,Adult,Other,28.6139,77.209
37859,28-04-2024 07:00,2024-04-26 10:00:00,26-04-2024 12:18,Visakhapatnam,568,TRAFFIC VIOLATION,27,F,Explosives,Traffic Fatality,17,No,,12,4,4,2024,0,Friday,Summer,Afternoon,Young Adult,Explosive,17.6936,83.2921
37860,27-04-2024 00:00,2024-04-26 11:00:00,27-04-2024 05:48,Chennai,355,ILLEGAL POSSESSION,77,M,Blunt Object,Other Crime,16,Yes,24-07-2024 00:00,5,4,4,2024,0,Friday,Summer,Morning,Senior,Blunt,13.0837,80.2702
37861,26-04-2024 22:00,2024-04-26 12:00:00,27-04-2024 09:42,Mumbai,150,FRAUD,42,F,Other,Other Crime,18,No,,9,4,4,2024,0,Friday,Summer,Morning,Adult,Other,19.055,72.8692
37862,29-04-2024 12:00,2024-04-26 13:00:00,27-04-2024 10:43,Bangalore,411,KIDNAPPING,42,M,Blunt Object,Other Crime,6,No,,10,4,4,2024,0,Friday,Summer,Morning,Adult,Blunt,12.9768,77.5901
37863,27-04-2024 15:00,2024-04-26 14:00:00,26-04-2024 18:57,Meerut,419,IDENTITY THEFT,66,F,Firearm,Violent Crime,8,No,,18,4,4,2024,0,Friday,Summer,Evening,Senior,Firearm,29.0019,77.768
37864,28-04-2024 01:00,2024-04-26 15:00:00,26-04-2024 18:23,Ahmedabad,123,ROBBERY,58,M,Poison,Violent Crime,12,No,,18,4,4,2024,0,Friday,Summer,Evening,Adult,Chemical,23.0215,72.5801
37865,27-04-2024 07:00,2024-04-26 16:00:00,27-04-2024 09:01,Mumbai,181,ASSAULT,77,M,Blunt Object,Violent Crime,7,No,,9,4,4,2024,0,Friday,Summer,Morning,Senior,Blunt,19.055,72.8692
37866,29-04-2024 08:00,2024-04-26 17:00:00,27-04-2024 13:48,Hyderabad,567,VANDALISM,10,F,Poison,Other Crime,11,Yes,13-06-2024 08:00,13,4,4,2024,0,Friday,Summer,Afternoon,Child,Chemical,17.3606,78.4741
37867,28-04-2024 04:00,2024-04-26 18:00:00,27-04-2024 16:38,Kanpur,583,FRAUD,72,F,Firearm,Other Crime,11,Yes,24-07-2024 04:00,16,4,4,2024,0,Friday,Summer,Afternoon,Senior,Firearm,26.4609,80.3218
37868,29-04-2024 15:00,2024-04-26 19:00:00,26-04-2024 21:10,Kanpur,355,KIDNAPPING,17,M,Knife,Other Crime,18,Yes,08-06-2024 15:00,21,4,4,2024,0,Friday,Summer,Night,Child,Sharp,26.4609,80.3218
37869,28-04-2024 01:00,2024-04-26 20:00:00,27-04-2024 10:09,Delhi,327,DRUG OFFENSE,34,F,Poison,Other Crime,11,No,,10,4,4,2024,0,Friday,Summer,Morning,Adult,Chemical,28.6139,77.209
37870,27-04-2024 01:00,2024-04-26 21:00:00,27-04-2024 18:00,Chennai,410,SEXUAL ASSAULT,62,F,Other,Violent Crime,16,Yes,15-06-2025 01:00,18,4,4,2024,0,Friday,Summer,Evening,Senior,Other,13.0837,80.2702
37871,29-04-2024 03:00,2024-04-26 22:00:00,27-04-2024 01:23,Delhi,271,ILLEGAL POSSESSION,39,F,Firearm,Other Crime,14,Yes,10-07-2024 03:00,1,4,4,2024,0,Friday,Summer,Night,Adult,Firearm,28.6139,77.209
37872,27-04-2024 03:00,2024-04-26 23:00:00,27-04-2024 13:11,Mumbai,293,HOMICIDE,24,F,Unknown,Other Crime,6,Yes,31-05-2025 03:00,13,4,4,2024,0,Friday,Summer,Afternoon,Young Adult,Unknown,19.055,72.8692
37873,29-04-2024 00:00,2024-04-27 00:00:00,27-04-2024 17:55,Delhi,482,BURGLARY,53,M,Firearm,Other Crime,12,Yes,21-07-2024 00:00,17,4,5,2024,1,Saturday,Summer,Evening,Adult,Firearm,28.6139,77.209
37874,29-04-2024 01:00,2024-04-27 01:00:00,27-04-2024 19:54,Jaipur,125,ARSON,22,M,Other,Fire Accident,7,No,,19,4,5,2024,1,Saturday,Summer,Evening,Young Adult,Other,26.9155,75.819
37875,29-04-2024 23:00,2024-04-27 02:00:00,27-04-2024 05:48,Mumbai,558,CYBERCRIME,23,F,Unknown,Other Crime,11,No,,5,4,5,2024,1,Saturday,Summer,Morning,Young Adult,Unknown,19.055,72.8692
37876,28-04-2024 09:00,2024-04-27 03:00:00,27-04-2024 11:07,Mumbai,471,ASSAULT,54,M,Knife,Violent Crime,4,No,,11,4,5,2024,1,Saturday,Summer,Morning,Adult,Sharp,19.055,72.8692
37877,29-04-2024 12:00,2024-04-27 04:00:00,27-04-2024 18:44,Hyderabad,188,FIREARM OFFENSE,26,F,Firearm,Fire Accident,17,Yes,28-05-2024 12:00,18,4,5,2024,1,Saturday,Summer,Evening,Young Adult,Firearm,17.3606,78.4741
37878,28-04-2024 23:00,2024-04-27 05:00:00,27-04-2024 21:23,Jaipur,143,FIREARM OFFENSE,50,F,Firearm,Fire Accident,1,No,,21,4,5,2024,1,Saturday,Summer,Night,Adult,Firearm,26.9155,75.819
37879,29-04-2024 07:00,2024-04-27 06:00:00,27-04-2024 18:52,Indore,525,TRAFFIC VIOLATION,15,F,Blunt Object,Traffic Fatality,1,No,,18,4,5,2024,1,Saturday,Summer,Evening,Child,Blunt,22.7204,75.8682
37880,29-04-2024 00:00,2024-04-27 07:00:00,27-04-2024 07:45,Srinagar,309,TRAFFIC VIOLATION,19,M,Poison,Traffic Fatality,4,No,,7,4,5,2024,1,Saturday,Summer,Morning,Young Adult,Chemical,34.0747,74.8204
37881,27-04-2024 17:00,2024-04-27 08:00:00,27-04-2024 11:15,Lucknow,470,ILLEGAL POSSESSION,47,M,Other,Other Crime,7,No,,11,4,5,2024,1,Saturday,Summer,Morning,Adult,Other,26.8381,80.9346
37882,29-04-2024 17:00,2024-04-27 09:00:00,27-04-2024 21:55,Thane,337,SHOPLIFTING,51,F,Poison,Other Crime,7,Yes,10-06-2024 17:00,21,4,5,2024,1,Saturday,Summer,Night,Adult,Chemical,19.3654,73.3685
37883,28-04-2024 13:00,2024-04-27 10:00:00,28-04-2024 03:45,Ahmedabad,406,FIREARM OFFENSE,23,F,Blunt Object,Fire Accident,10,Yes,23-05-2024 13:00,3,4,5,2024,1,Saturday,Summer,Night,Young Adult,Blunt,23.0215,72.5801
37884,29-04-2024 00:00,2024-04-27 11:00:00,28-04-2024 05:53,Ahmedabad,431,DRUG OFFENSE,74,M,Blunt Object,Other Crime,1,No,,5,4,5,2024,1,Saturday,Summer,Morning,Senior,Blunt,23.0215,72.5801
37885,28-04-2024 09:00,2024-04-27 12:00:00,27-04-2024 12:06,Chennai,483,HOMICIDE,57,F,Blunt Object,Other Crime,2,Yes,23-04-2026 09:00,12,4,5,2024,1,Saturday,Summer,Afternoon,Adult,Blunt,13.0837,80.2702
37886,29-04-2024 05:00,2024-04-27 13:00:00,27-04-2024 22:54,Mumbai,413,BURGLARY,19,F,Firearm,Other Crime,18,No,,22,4,5,2024,1,Saturday,Summer,Night,Young Adult,Firearm,19.055,72.8692
37887,28-04-2024 20:00,2024-04-27 14:00:00,28-04-2024 12:29,Delhi,169,HOMICIDE,77,F,Unknown,Other Crime,6,No,,12,4,5,2024,1,Saturday,Summer,Afternoon,Senior,Unknown,28.6139,77.209
37888,28-04-2024 00:00,2024-04-27 15:00:00,27-04-2024 16:18,Surat,260,VEHICLE - STOLEN,67,F,Poison,Violent Crime,3,No,,16,4,5,2024,1,Saturday,Summer,Afternoon,Senior,Chemical,21.2095,72.8317
37889,28-04-2024 16:00,2024-04-27 16:00:00,27-04-2024 18:08,Bhopal,206,HOMICIDE,14,F,Unknown,Other Crime,15,Yes,16-11-2024 16:00,18,4,5,2024,1,Saturday,Summer,Evening,Child,Unknown,23.2585,77.402
37890,28-04-2024 04:00,2024-04-27 17:00:00,28-04-2024 16:49,Pune,436,BURGLARY,35,F,Unknown,Other Crime,6,No,,16,4,5,2024,1,Saturday,Summer,Afternoon,Adult,Unknown,18.5214,73.8545
37891,27-04-2024 21:00,2024-04-27 18:00:00,27-04-2024 19:09,Lucknow,248,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,7,No,,19,4,5,2024,1,Saturday,Summer,Evening,Child,Sharp,26.8381,80.9346
37892,28-04-2024 09:00,2024-04-27 19:00:00,28-04-2024 11:00,Hyderabad,293,DRUG OFFENSE,29,M,Other,Other Crime,3,Yes,13-05-2024 09:00,11,4,5,2024,1,Saturday,Summer,Morning,Young Adult,Other,17.3606,78.4741
37893,29-04-2024 23:00,2024-04-27 20:00:00,28-04-2024 19:20,Jaipur,253,COUNTERFEITING,20,F,Unknown,Other Crime,5,No,,19,4,5,2024,1,Saturday,Summer,Evening,Young Adult,Unknown,26.9155,75.819
37894,30-04-2024 00:00,2024-04-27 21:00:00,28-04-2024 02:00,Lucknow,199,PUBLIC INTOXICATION,36,F,Other,Other Crime,11,No,,2,4,5,2024,1,Saturday,Summer,Night,Adult,Other,26.8381,80.9346
37895,28-04-2024 09:00,2024-04-27 22:00:00,28-04-2024 17:53,Patna,207,ROBBERY,16,F,Other,Violent Crime,14,No,,17,4,5,2024,1,Saturday,Summer,Evening,Child,Other,25.6093,85.1235
37896,30-04-2024 13:00,2024-04-27 23:00:00,28-04-2024 03:34,Delhi,299,PUBLIC INTOXICATION,62,F,Knife,Other Crime,5,No,,3,4,5,2024,1,Saturday,Summer,Night,Senior,Sharp,28.6139,77.209
